5.763223344365899337e+00,5.900895989549763243e+00,2.946563774325001273e+00,4.351817208812245319e+00,1.377938106910844285e-01,5.003460769621554505e+00,9.515350737862429131e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.477315294171164778e-02,2.320621445413021122e-01,6.611577766744254347e-01
5.763223344365899337e+00,5.900895989549763243e+00,2.946563774325001273e+00,4.351817208812245319e+00,1.377938106910844285e-01,5.003460769621554505e+00,9.515341416798613894e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.058995222512835774e-05,-3.484779135949801765e-02,2.321417918877713704e-01,6.616791931876002675e-01
5.763223344365899337e+00,5.900895989549763243e+00,2.946563241692783386e+00,4.351817208812245319e+00,1.377928619399460819e-01,5.003460769621554505e+00,9.515341416798613894e-01,0.000000000000000000e+00,0.000000000000000000e+00,-5.298979326933172992e-06,0.000000000000000000e+00,-1.060597828950366367e-05,0.000000000000000000e+00,-1.058206161073831050e-05,-3.485581825666879408e-02,2.321701773695568904e-01,6.617851474985974036e-01
5.763223344365899337e+00,5.900895989549763243e+00,2.946563241692783386e+00,4.351817208812245319e+00,1.377928619399460819e-01,5.003460769621554505e+00,9.515341416798613894e-01,0.000000000000000000e+00,0.000000000000000000e+00,-5.298979326933172992e-06,0.000000000000000000e+00,-1.060608394469827720e-05,0.000000000000000000e+00,-1.060597828950366367e-05,-3.472979416244672407e-02,2.318951353573336649e-01,6.609661305193424985e-01
5.763223344365899337e+00,5.900895989549763243e+00,2.946563241692783386e+00,4.351817208812245319e+00,1.377928619399460819e-01,5.003460769621554505e+00,9.515341416798613894e-01,0.000000000000000000e+00,0.000000000000000000e+00,-5.294976112564178869e-06,0.000000000000000000e+00,-1.060608394469827720e-05,0.000000000000000000e+00,0.000000000000000000e+00,-3.481658087860088624e-02,2.321329982958087457e-01,6.617037490752774032e-01
5.763223344365899337e+00,5.900895989549763243e+00,2.946563774325001273e+00,4.351817208812245319e+00,1.377938106910844285e-01,5.003460769621554505e+00,9.515341416798613894e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.307004550104820284e-06,0.000000000000000000e+00,1.060597828950366367e-05,0.000000000000000000e+00,0.000000000000000000e+00,-3.472679614934634507e-02,2.317016055760025839e-01,6.600520629635975300e-01
5.763223344365899337e+00,5.900895989549763243e+00,2.946563774325001273e+00,4.351817208812245319e+00,1.377938106910844285e-01,5.003460769621554505e+00,9.515341416798613894e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.307004550104820284e-06,0.000000000000000000e+00,1.058995222512835774e-05,0.000000000000000000e+00,0.000000000000000000e+00,-3.484349233204355606e-02,2.320648342745718351e-01,6.604710153897669356e-01
5.763223344365899337e+00,5.900895989549763243e+00,2.946563774325001273e+00,4.351817208812245319e+00,1.377938106910844285e-01,5.003460769621554505e+00,9.515341416798613894e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.311026558907471759e-06,0.000000000000000000e+00,1.058195697145903039e-05,0.000000000000000000e+00,0.000000000000000000e+00,-3.457430238393330996e-02,2.313874743107226517e-01,6.583764863121213118e-01
5.763223344365899337e+00,5.900896522181982462e+00,2.946563774325001273e+00,4.351817208812245319e+00,1.377938106910844285e-01,5.003460769621554505e+00,9.515341416798613894e-01,0.000000000000000000e+00,5.295028432203819769e-06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.440167736546240196e-02,2.307722419538993652e-01,6.566315773819378920e-01
5.763223344365899337e+00,5.900896522181982462e+00,2.946563774325001273e+00,4.351817208812245319e+00,1.377938106910844285e-01,5.003460769621554505e+00,9.515341416798613894e-01,0.000000000000000000e+00,5.294976112564178869e-06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.462229855669127915e-02,2.314801635733252649e-01,6.582874788281454226e-01
