2.971568517454009281e-02,1.219668971355426512e-01,6.699356150622153283e-01
2.983087742491772817e-02,1.221579886821220345e-01,6.701545075823421849e-01
2.993439991503490591e-02,1.221894158326356228e-01,6.699160477621208809e-01
3.002647092033924534e-02,1.222118961247315727e-01,6.694680447894399977e-01
3.012819200356792876e-02,1.222258914747369196e-01,6.696643470542994470e-01
3.023279053329043509e-02,1.223259924305110102e-01,6.695685672363430596e-01
3.026027835341708189e-02,1.224824588545852383e-01,6.692274884891916686e-01
3.038658958043383498e-02,1.228358840373650479e-01,6.703734467410211728e-01
3.039205464561067424e-02,1.229903605159189117e-01,6.703875426007330773e-01
3.034936139862088114e-02,1.230921948239453723e-01,6.697865294603070341e-01
3.026030895508926774e-02,1.234217313591763204e-01,6.698439526522005361e-01
3.019058738479897530e-02,1.238694301739851761e-01,6.701976926524907396e-01
3.004794416620099051e-02,1.242558200250688943e-01,6.702406416956361301e-01
2.989529103279457006e-02,1.244808920173513522e-01,6.691495629630231923e-01
2.981676029870507227e-02,1.250101926544648911e-01,6.701248181765592227e-01
2.968631680993502608e-02,1.254920559765722032e-01,6.703809630015291621e-01
2.950371319621598182e-02,1.259519498235301405e-01,6.706014124947449195e-01
2.934762019439313488e-02,1.264861353206234162e-01,6.706460876083125688e-01
2.922058658782981586e-02,1.271292869048048779e-01,6.710440339000103283e-01
2.912996546308366241e-02,1.275413394370494280e-01,6.706085749996226753e-01
2.914216079446195484e-02,1.282489932178885184e-01,6.716198001057254174e-01
2.908118314219310802e-02,1.283374275481958260e-01,6.697371487125067802e-01
2.929864010016910644e-02,1.290449875386575906e-01,6.715499512668675619e-01
2.945281484871753452e-02,1.291402509760646578e-01,6.703222339619276937e-01
2.981203513932781032e-02,1.292541392242216314e-01,6.690884560736366504e-01
3.041812774101585251e-02,1.295545002260435619e-01,6.700219182268702944e-01
3.125938992299330532e-02,1.296213511256529283e-01,6.707303777773017117e-01
3.224152481765129447e-02,1.292648834712318284e-01,6.697931831710273176e-01
3.352864899414961797e-02,1.291497365066970049e-01,6.712742164082865504e-01
3.502435065440653861e-02,1.285927235306582317e-01,6.723189195550648423e-01
3.662681914996149951e-02,1.274647638232605518e-01,6.715357693723691401e-01
3.861907605129598353e-02,1.267129830969954130e-01,6.734148827456816200e-01
4.083369943586457468e-02,1.254572965677888396e-01,6.747696905458854255e-01
4.306391519857299954e-02,1.233493714593917601e-01,6.733914189963012831e-01
4.572764253844310844e-02,1.217702833790012401e-01,6.759118259229800474e-01
4.856569878202234708e-02,1.201001971064934309e-01,6.780374075677407797e-01
5.131843090184396577e-02,1.177957930833259115e-01,6.774420513841200586e-01
5.431654298248268786e-02,1.158058831035437691e-01,6.788496360406252039e-01
5.720865960431714692e-02,1.135214739709111686e-01,6.779869349186259386e-01
6.010267939807327486e-02,1.111980662477983772e-01,6.769431704991206722e-01
6.325039039395304041e-02,1.093766546547639551e-01,6.793266912754620801e-01
6.604484732849549844e-02,1.070746406579736743e-01,6.780925801819509546e-01
6.895087238694615206e-02,1.049005478155344562e-01,6.779128347967583457e-01
7.207916409389507340e-02,1.029861969171626951e-01,6.801563487734291202e-01
7.517864967192131043e-02,1.007087020809715738e-01,6.809054457348369116e-01
7.819377313695567711e-02,9.802108553651313338e-02,6.806954678533622127e-01
8.124040719282238365e-02,9.540187562101341834e-02,6.812585025493395063e-01
8.382103179139265003e-02,9.243961760828231511e-02,6.785730543540596793e-01
8.709999820346624178e-02,9.007542299642883055e-02,6.822079944085411851e-01
8.972228943401124035e-02,8.717016335713208275e-02,6.811924311385452180e-01
9.219897366093898761e-02,8.406331518046947227e-02,6.800922285443523618e-01
9.477879804798867991e-02,8.130779120898000423e-02,6.802141164118217231e-01
9.727131542706063394e-02,7.859307114099252367e-02,6.810374899176706576e-01
9.949426242969329481e-02,7.579219147987682759e-02,6.807403268268852337e-01
1.015335272329290078e-01,7.285061562264157076e-02,6.796270707321613314e-01
1.034387196466004799e-01,6.984909203399372601e-02,6.780806956005478447e-01
1.058780225044879120e-01,6.734556261270240041e-02,6.812082667822189075e-01
1.073313356261847429e-01,6.418601061071056713e-02,6.769068683116831187e-01
1.094096104495493049e-01,6.151270170312810037e-02,6.772697495571303739e-01
1.119464009581019465e-01,5.885054358293270033e-02,6.805929003659048071e-01
1.130391780282685166e-01,5.586257392989341791e-02,6.742402509322819038e-01
1.149299322259532269e-01,5.351222408477943060e-02,6.741960604425569770e-01
1.174748772519841888e-01,5.124811651875246094e-02,6.766490683699452058e-01
1.185955878203831110e-01,4.855579312921110002e-02,6.710434787964614234e-01
1.210411245817438336e-01,4.626468123002704103e-02,6.740014255547869260e-01
1.229030128458860199e-01,4.394497825162108767e-02,6.729084864450903813e-01
1.243459443420901478e-01,4.190920703124974972e-02,6.688837951974359042e-01
