3.654042451195767954e-02,1.902022238082942407e-01,6.643667187885572423e-01
3.652916952530143452e-02,1.900393933384627587e-01,6.644440365242564317e-01
3.656671639592045525e-02,1.898733673435186731e-01,6.645448460482947795e-01
3.656176551633085609e-02,1.898655468974350669e-01,6.650804258995306473e-01
3.644753819329951683e-02,1.894871765517293360e-01,6.643585633424464731e-01
3.636070163528947602e-02,1.894308001916643336e-01,6.644479829134379845e-01
3.630996575675088378e-02,1.897316025083965463e-01,6.657193569007854306e-01
3.625668628855412828e-02,1.898296336039002885e-01,6.664051598870698312e-01
3.615399189342363706e-02,1.898103735060712172e-01,6.663575434191493230e-01
3.605297806718890663e-02,1.897555461480095185e-01,6.662700602748801160e-01
3.597258287669873739e-02,1.895248490565719646e-01,6.658486964836843880e-01
3.585076798355512490e-02,1.895526272989134509e-01,6.661587548636878076e-01
3.572656504535225153e-02,1.894416308800024040e-01,6.655880410132345437e-01
3.562174252659051910e-02,1.894018138283502239e-01,6.648379595537049491e-01
3.571536673651373034e-02,1.903809991533958468e-01,6.677238358527231021e-01
3.579679343481251969e-02,1.907177627925609464e-01,6.683673917028254419e-01
3.581616487219153183e-02,1.910582731199470807e-01,6.685865223581235472e-01
3.574853183750923563e-02,1.901785325877613786e-01,6.641856473823549711e-01
3.572273853477089811e-02,1.906355983881930782e-01,6.647522445187467044e-01
3.575495499990544862e-02,1.916889159494935824e-01,6.677190023832693111e-01
3.570630858458525431e-02,1.914411564121529796e-01,6.660149849070776673e-01
3.574250977571764853e-02,1.914962204489853992e-01,6.662068163553136468e-01
3.583726875358216046e-02,1.918191351760788754e-01,6.682923478072714252e-01
3.583913174351210235e-02,1.907435511167967779e-01,6.653647707577508008e-01
3.597964161029858915e-02,1.908943762240374875e-01,6.674642139539911367e-01
3.601697760404228704e-02,1.908933920945244389e-01,6.692556137840539598e-01
3.592181809598676140e-02,1.894264140590305179e-01,6.650729294544304171e-01
3.597192900291515394e-02,1.892463697878754569e-01,6.669134905951186187e-01
3.584842638652113028e-02,1.881653733422238295e-01,6.648524052449215072e-01
3.589692363575186507e-02,1.886024457495085738e-01,6.691938748466920162e-01
3.570305682972819278e-02,1.866235183476795678e-01,6.644835018427753814e-01
3.553139921638345106e-02,1.854435125689903041e-01,6.639701482707751623e-01
3.531555028745046038e-02,1.838144372440829177e-01,6.628135328712605467e-01
3.523461107025944311e-02,1.824059851833942369e-01,6.628038542993297533e-01
3.519698013451410396e-02,1.813947006900333836e-01,6.647833738978713436e-01
3.508049687419991652e-02,1.797092345004625003e-01,6.636869686312917294e-01
3.512619987027831153e-02,1.786636381683832375e-01,6.638226751322594543e-01
3.527602208434400810e-02,1.776305294096042764e-01,6.647796645339041355e-01
3.532450271673592129e-02,1.765120153333216146e-01,6.649893771578530011e-01
3.529937818476712452e-02,1.751769584501476629e-01,6.645768013328172685e-01
3.525986695508757929e-02,1.740106507979538031e-01,6.642194163557495479e-01
3.526875847531642238e-02,1.726251993960783437e-01,6.626963474224981665e-01
